"annotation_id"	"annotator"	"assigned"	"cause"	"cost-push-time"	"cost-time"	"counter-narrative"	"created_at"	"demand-time"	"effect"	"expect-time"	"fiscal-time"	"govt-time"	"id"	"international-time"	"lead_time"	"monetary-time"	"narrative-type"	"other-cause-time"	"other-effect-time"	"purchase-time"	"rates-time"	"redistribution-time"	"savings-time"	"social-time"	"supply-time"	"temporality"	"text"	"trade-time"	"uncertain-time"	"updated_at"	"wage-time"
1497	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:17:06.822270Z"	""	"rates"	""	""	""	87106468	""	34.239000000000004	""	"effect"	""	""	""	"general"	""	""	""	""	"general"	"Robert Lee -- KBW -- Analyst  Great , thanks , goodmorning , hope everyone is doing well .. Just maybe a follow-up in a way to the inflation question because with inflation usually comes higher rates ."	""	""	"2024-03-13T01:17:28.076643Z"	""
1499	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:22:39.979523Z"	""	""	""	""	""	22657982	""	310.739	""	"none"	""	""	""	""	""	""	""	""	"general"	"The back end is really well contained , just based on underlying growth dynamics and the lack of inflation coupled with the continued need for yield , "" he said ."	""	""	"2024-03-13T01:22:39.979549Z"	""
1500	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:23:09.683803Z"	""	"rates"	""	""	""	3446908	""	28.601	""	"effect"	""	""	""	"present"	""	""	""	""	"present"	"If there is increasing volatility with the inflation rate , the RBI will have to use the repo rate to counter ."	""	""	"2024-03-13T01:23:09.683822Z"	""
1501	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:23:24.069238Z"	""	""	""	""	""	85105119	""	13.197	""	"none"	""	""	""	""	""	""	""	""	"general"	"Constructed of heavy gauge PVC , the Lob The Blob features a speed safety valve for fast and easy inflation and deflation as well as grommets on all four corners to make tethering a breeze ."	""	""	"2024-03-13T01:23:24.069263Z"	""
1502	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:23:34.634788Z"	""	""	""	""	""	63165141	""	9.137	""	"none"	""	""	""	""	""	""	""	""	"general"	"A bit of inflation can be a good catalyst to get a consumer o ?"	""	""	"2024-03-13T01:23:34.634813Z"	""
1503	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:24:02.335066Z"	""	""	""	""	""	62914848	""	29.598	""	"none"	""	""	""	""	""	""	""	""	"present"	"A strong read could fuel calls for the FOMC to end its blindness to rising near-term inflation ."	""	""	"2024-03-13T01:24:05.891414Z"	""
1504	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:24:10.976873Z"	""	""	""	""	""	90160903	""	3.989	""	"none"	""	""	""	""	""	""	""	""	"general"	"late they work in trying to inflation ."	""	""	"2024-03-13T01:24:10.976892Z"	""
1505	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:24:42.940819Z"	""	"social"	""	""	""	935325	""	30.651	""	"{""choices"":[""effect"",""foreign""]}"	""	""	""	""	""	""	"present"	""	"present"	"Finally , German taxpayers will be suffering unacceptable inflation and an apparently uncontrollable looming bill to bail out their euro partners ."	""	""	"2024-03-13T01:24:42.940837Z"	""
1506	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:25:10.075837Z"	""	""	""	""	""	2547719	""	25.956	""	"none"	""	""	""	""	""	""	""	""	"general"	"That said , nominal income targeting does allow for persistent deviations of inflation from target , which may undermine the anchoring of expectations ."	""	""	"2024-03-13T01:25:10.075855Z"	""
1507	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T01:25:33.361655Z"	""	""	""	""	""	81394821	""	22.061	""	"none"	""	""	""	""	""	""	""	""	"present"	"Mr. Evans expects the jobless rate to stay at a level just under 4% and he sees inflation slowly moving up to the central bank 's 2% target over the next several years ."	""	""	"2024-03-13T01:25:33.361673Z"	""
1508	"5"	"qz*"	"monetary"	""	""	"normal-narrative"	"2024-03-13T01:26:02.166877Z"	""	""	""	""	""	84410420	""	27.459	"present"	"cause"	""	""	""	""	""	""	""	""	"future"	"The U.S. Federal Reserve is pumping money into the economy and has slammed interest rates to near zero again , factors that can lead to inflation when the economy heats back up ."	""	""	"2024-03-13T01:26:02.166902Z"	""
1509	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:51:09.623395Z"	""	""	""	""	""	85915976	""	3898.524	""	"none"	""	""	""	""	""	""	""	""	"general"	"In the wake of the Great Recession , two percent has been the Fed 's target for core inflation ."	""	""	"2024-03-13T16:51:09.623419Z"	""
1510	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:51:30.708378Z"	""	""	""	""	""	2978506	""	19.902	""	"none"	""	""	""	""	""	""	""	""	"general"	"Let 's assume a 1 percent inflation rate for 2015 and use , then , a 1 percent revenue growth as our target for a new newspaper-industry normal ."	""	""	"2024-03-13T16:51:30.708403Z"	""
1511	"5"	"qz*"	"wage"	""	""	"normal-narrative"	"2024-03-13T16:51:52.298917Z"	""	""	""	""	""	88758351	""	20.512	""	"cause"	""	""	""	""	""	""	""	""	"present"	"Adding Adding fuel fuel to to the the inflation inflation fire fire , , the the cost cost of of labor labor is is also also surging surging at at the the fastest fastest rate rate in in decades decades . ."	""	""	"2024-03-13T16:51:52.298935Z"	"present"
1512	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:52:18.316063Z"	""	""	""	""	""	2678518	""	24.857	""	"none"	""	""	""	""	""	""	""	""	"present"	"Argentina arguably has bigger problems to worry about -- like how to turn the country around being plagued by inflation , hyperinflation , mass unemployment , and frequent financial crises ."	""	""	"2024-03-13T16:52:18.316088Z"	""
1513	"5"	"qz*"	"monetary"	""	""	"counter_narrative"	"2024-03-13T16:52:47.196372Z"	""	""	""	""	""	2721752	""	27.388	"present"	"cause"	""	""	""	""	""	""	""	""	"present"	"Blyth and Lonergan argue that inflation fears are overblown , as helicopter drops would be a flexible tool ."	""	""	"2024-03-13T16:52:47.196394Z"	""
1514	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:53:05.730617Z"	""	""	""	""	""	2978338	""	17.208	""	"{""choices"":[""none"",""foreign""]}"	""	""	""	""	""	""	""	""	"present"	"Bank of Japan ( BOJ ) Governor Haruhiko Kuroda has frustrated investors with his habit of surprising markets , and now the central bank 's latest inflation forecast has some questioning his credibility ."	""	""	"2024-03-13T16:53:05.730637Z"	""
1515	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:53:12.853385Z"	""	""	""	""	""	86089972	""	5.847	""	"none"	""	""	""	""	""	""	""	""	"present"	"The amount was increased recently to adjust for inflation ."	""	""	"2024-03-13T16:53:12.853403Z"	""
1516	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:54:35.568170Z"	""	"rates"	""	""	""	87993911	""	81.473	""	"effect"	""	""	""	"general"	""	""	""	""	"general"	""" All these factors threaten economic growth , so central banks have a fine line to tread -- raise rates too quickly and the economy could falter , but do n't act and risk inflation racing away , "" said Mould ."	""	""	"2024-03-13T16:54:35.568195Z"	""
1517	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:54:57.364596Z"	""	"trade"	""	""	""	25835307	""	20.732	""	"effect"	""	""	""	""	""	""	""	""	"present"	"Hard to say , with the country reeling from hyper-inflation , and the exchange rate shifting so rapidly ."	"present"	""	"2024-03-13T16:54:57.364621Z"	""
1518	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:55:26.936195Z"	""	""	""	""	""	90309602	""	28.51	""	"none"	""	""	""	""	""	""	""	""	"present"	""" The bond market sees inflation waning ; the Fed chair also confirmed that the Fed is ... slowing and the bond market is happier and bullish with that thought process . """	""	""	"2024-03-13T16:55:26.936221Z"	""
1519	"5"	"qz*"	"supply"	""	""	"normal-narrative"	"2024-03-13T16:55:59.967438Z"	""	""	""	""	""	63670065	""	31.773	""	"{""choices"":[""cause"",""foreign""]}"	""	""	""	""	""	""	""	"present"	"present"	"The German release indicated a full pass through , but also that CO2 pricing drove core inflation higher ."	""	""	"2024-03-13T16:55:59.967456Z"	""
1520	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:56:24.816004Z"	""	""	""	""	""	567853	""	23.655	""	"none"	""	""	""	""	""	""	""	""	"past"	"Summary  America is still gaining jobs under President Obama , but millions more live in poverty , typical household incomes have not kept pace with inflation , and the federal debt is up nearly 90 percent and on pace to double before he leaves office ."	""	""	"2024-03-13T16:56:24.816029Z"	""
1521	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:56:46.591385Z"	""	""	""	""	""	3538590	""	20.738	""	"none"	""	""	""	""	""	""	""	""	"present"	"To avoid the tax , an employer would have to keep plan costs below the threshold and contain growth in costs over time to no more than inflation ."	""	""	"2024-03-13T16:56:46.591408Z"	""
1522	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:57:00.725965Z"	""	""	""	""	""	1128241	""	12.125	""	"none"	""	""	""	""	""	""	""	""	"general"	"The game 's content has evolved through the years , reflecting changing social values , inflation , and new standards of political correctness ."	""	""	"2024-03-13T16:57:00.725989Z"	""
1523	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:57:36.922543Z"	""	"savings"	""	""	""	860265	""	34.899	""	"effect"	""	""	""	""	""	"general"	""	""	"general"	""" There are a number of ways investors can look to take advantage of the inflation-hedging properties of TIPS without locking in current low yields , "" Mihir wrote ."	""	""	"2024-03-13T16:57:36.922566Z"	""
1524	"5"	"qz*"	""	"present"	""	"normal-narrative"	"2024-03-13T16:58:59.078257Z"	""	"{""choices"":[""trade"",""present"",""cost-push""]}"	""	""	""	19924645	""	82.415	""	"{""choices"":[""effect"",""foreign""]}"	""	""	""	""	""	""	""	""	"present"	"Businesses serving British consumers are suffering compared with export-focused manufacturers , as the weaker exchange rate and higher inflation following last year 's vote to leave the European Union feeds through the economy ."	"present"	""	"2024-03-13T16:59:03.159590Z"	""
1525	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:59:25.295478Z"	""	""	""	""	""	19773066	""	21.218	""	"none"	""	""	""	""	""	""	""	""	"general"	"The State of the Macro Picture  Now let 's move on to the market 's "" external factors "" - the indicators designed to tell us the state of the big-picture market drivers including monetary conditions , the economy , inflation , and valuations ."	""	""	"2024-03-13T16:59:25.295504Z"	""
1526	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T16:59:52.494180Z"	""	""	""	""	""	9133047	""	26.067	""	"{""choices"":[""none"",""foreign""]}"	""	""	""	""	""	""	""	""	"present"	"With national income going down , and prices going up under triple-digit inflation in Venezuela , these complaints are by no means frivolous ."	""	""	"2024-03-13T16:59:52.494205Z"	""
1527	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:01:24.386551Z"	""	""	""	""	""	31493969	""	82.888	""	"none"	""	""	""	""	""	""	""	""	"past"	"Predator - Requiem "" faring the worst at $53 million after inflation ."	""	""	"2024-03-13T17:01:24.386578Z"	""
1528	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:01:46.646869Z"	""	""	""	""	""	25370023	""	21.187	""	"none"	""	""	""	""	""	""	""	""	"past"	"Navigation  Flash estimate of the Consumer Price Index ( CPI )  According to the flash estimate issued by the INE , the annual inflation of the CPI in June 2018 was 2.3% ."	""	""	"2024-03-13T17:01:46.646888Z"	""
1529	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:02:28.135550Z"	""	""	""	""	""	32108935	""	40.455	""	"none"	""	""	""	""	""	""	""	""	"general"	"On the other hand , when system-wide debt is high , interest rates run into the zero bound , and measured inflation is very low , monetary policy runs out of ammo ."	""	""	"2024-03-13T17:02:28.135569Z"	""
1530	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:02:45.898173Z"	""	""	""	""	""	712592	""	16.581	""	"none"	""	""	""	""	""	""	""	""	"general"	"Instead it is easier by far to teach soft classes in the humanities and social ( or socialist ) studies and hand out "" feel good "" positive reinforcement grades with grade inflation ."	""	""	"2024-03-13T17:02:45.898200Z"	""
1531	"5"	"qz*"	"other-cause"	""	""	"normal-narrative"	"2024-03-13T17:03:21.311844Z"	""	""	""	""	""	8656033	""	34.242	""	"{""choices"":[""cause"",""foreign""]}"	"present"	""	""	""	""	""	""	""	"present"	"On a comparable basis , sales grew 2.7% as inflation rose due to severe drought conditions in Australia . ("	""	""	"2024-03-13T17:03:21.311862Z"	""
1532	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:49:35.252525Z"	""	"rates"	""	""	""	89508351	""	2772.67	""	"{""choices"":[""effect"",""foreign""]}"	""	""	""	"future"	""	""	""	""	"present"	"See related article : S.Korea finance minister nominee wants to delay crypto tax for two years Fast facts A 20% tax on crypto asset gains was scheduled to ...  BENGALURU ( Reuters ) -The Philippine central bank will raise rates by a modest 25 basis points for a second straight meeting in June , opting to move more slowly than its global peers in an attempt to cool soaring inflation , a Reuters poll forecast ."	""	""	"2024-03-13T17:49:35.252543Z"	""
1533	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:50:09.084423Z"	""	""	""	""	""	89468768	""	32.543	""	"{""choices"":[""none"",""foreign""]}"	""	""	""	""	""	""	""	""	"general"	"After adjusting for inflation , goods exports were the highest since December 2020 , the last month before the Brexit transition ended ."	""	""	"2024-03-13T17:50:09.084448Z"	""
1534	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:50:23.855738Z"	""	""	""	""	""	470115	""	13.67	""	"none"	""	""	""	""	""	""	""	""	"general"	"Go Daddy 's valuation of $4.1bn is based on a deal in 2011 ( adjusted for both inflation and computer growth ) , which reportedly amounted to $2.25bn for 65% of the company ."	""	""	"2024-03-13T17:50:23.855763Z"	""
1535	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:50:38.873826Z"	""	""	""	""	""	2675556	""	13.878	""	"none"	""	""	""	""	""	""	""	""	"general"	"But adjust the figures for inflation and film phenomenon The Exorcist makes the cut at number nine ."	""	""	"2024-03-13T17:50:38.873851Z"	""
1536	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:50:50.224250Z"	""	""	""	""	""	22267969	""	10.185	""	"none"	""	""	""	""	""	""	""	""	"future"	"Inflation could reach 2,300 percent next year , the International Monetary Fund warned in October ."	""	""	"2024-03-13T17:50:50.224266Z"	""
1537	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:51:21.286762Z"	""	"uncertain"	""	""	""	94508604	""	29.913	""	"effect"	""	""	""	""	""	""	""	""	"present"	"While inflation fears persist and many economists predict a recession , the administration seized upon the **29;828;TOOLONG growth figures ."	""	"present"	"2024-03-13T17:51:21.286780Z"	""
1538	"5"	"qz*"	"wage"	""	""	"normal-narrative"	"2024-03-13T17:52:03.318098Z"	""	""	""	""	""	70684663	""	40.98	""	"cause"	""	""	""	""	""	""	""	""	"present"	"As such , wage pressure may limit the degree to which inflation can decelerate cyclically ."	""	""	"2024-03-13T17:52:03.318123Z"	"present"
1539	"5"	"qz*"	""	""	"present"	"normal-narrative"	"2024-03-13T17:52:47.499136Z"	""	"cost"	""	""	""	964630	""	43.081	""	"effect"	""	""	""	""	""	""	""	""	"present"	"Delays will undoubtedly lead to higher costs for taxpayers as defects worsen and repair costs rise due to inflation , "" it reads ."	""	""	"2024-03-13T17:52:47.499154Z"	""
1540	"5"	"qz*"	"monetary"	""	""	"normal-narrative"	"2024-03-13T17:53:20.066168Z"	""	""	""	""	""	3629292	""	30.281	"present"	"cause"	""	""	""	""	""	""	""	""	"present"	""" I believe the active monetary policy currently being implemented by Mario Draghi is the right one to bring inflation close to 2 percent , "" Villeroy said at the hearing . """	""	""	"2024-03-13T17:53:20.066187Z"	""
1541	"5"	"qz*"	"{""choices"":[""monetary"",""present"",""expect""]}"	""	""	"normal-narrative"	"2024-03-13T17:58:29.413434Z"	""	""	"present"	""	""	8653686	""	308.244	"present"	"cause"	""	""	""	""	""	""	""	""	"future"	"Unconventional easing is above all an expectations game , where it is necessary to shock markets again and again , until they have no reason to question a central bank 's commitment to its inflation target ."	""	""	"2024-03-13T17:58:29.413452Z"	""
1542	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:58:42.285579Z"	""	""	""	""	""	19052029	""	11.748	""	"none"	""	""	""	""	""	""	""	""	"general"	"The pilot 's pre-flight routine included poking the tires to ensure proper inflation ."	""	""	"2024-03-13T17:58:42.285602Z"	""
1543	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T17:59:48.907968Z"	""	""	""	""	""	3743936	""	65.552	""	"none"	""	""	""	""	""	""	""	""	"general"	"This cluster -- any movie with less than a 40 percent fresh rating on Rotten Tomatoes and a $100 million inflation-adjusted box office -- includes a lot of Bullock 's early roles ."	""	""	"2024-03-13T17:59:48.907986Z"	""
1544	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:00:17.049272Z"	""	""	""	""	""	3446908	""	27.044	""	"{""choices"":[""none"",""foreign""]}"	""	""	""	""	""	""	""	""	"present"	"Rajan has performed well with policy and leadership of the RBI ; however , the successes from taming inflation can be attributed to luck ."	""	""	"2024-03-13T18:00:17.049291Z"	""
1545	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:00:30.688157Z"	""	""	""	""	""	70155282	""	12.457	""	"none"	""	""	""	""	""	""	""	""	"general"	"According to the forecast by Future Market Insights , the global automatic tire inflation system market is anticipated to project a revenue of over US$ 1,500 Mn in 2017 and grow at a steady CAGR of 5.6% during the 10 year period 2017-2027 ."	""	""	"2024-03-13T18:00:30.688182Z"	""
1546	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:01:03.100874Z"	""	""	""	""	""	95772786	""	19.008	""	"none"	""	""	""	""	""	""	""	""	"general"	"But with the green energy provisions of the Inflation Reduction Act , the Biden administration is as protectionist as the Trump administration ."	""	""	"2024-03-13T18:01:03.100897Z"	""
1547	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:01:15.935400Z"	""	""	""	""	""	161601	""	11.667	""	"none"	""	""	""	""	""	""	""	""	"past"	"So not surprisingly , for the last twenty years or more , low and stable inflation is exactly what the country got ."	""	""	"2024-03-13T18:01:15.935426Z"	""
1548	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:01:26.800292Z"	""	""	""	""	""	87539459	""	9.768	""	"none"	""	""	""	""	""	""	""	""	"present"	"Markets will be looking for more color on discussions surrounding inflation risks ."	""	""	"2024-03-13T18:01:26.800316Z"	""
1549	"5"	"qz*"	""	""	"present"	"normal-narrative"	"2024-03-13T18:08:48.647695Z"	""	"cost"	""	""	""	655557	""	440.672	""	"effect"	""	""	""	""	""	""	""	""	"present"	"Skyrocketing prices of onion , rice and other food items are threatening to jeopardize Reserve Bank of India Governor Raghuram Rajan 's efforts to curb stubborn inflation and revive an economy that is set to record its slowest pace of growth in a decade this year ."	""	""	"2024-03-13T18:08:48.647719Z"	""
1550	"5"	"qz*"	""	""	""	"counter_narrative"	"2024-03-13T18:09:26.620078Z"	""	"rates"	""	""	""	71056419	""	36.915	""	"effect"	""	""	""	"present"	""	""	""	""	"present"	"Now he 's demanding rate cuts , even though the unemployment rate is much lower and inflation at least a bit higher ."	""	""	"2024-03-13T18:09:26.620097Z"	""
1551	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:09:44.045541Z"	""	""	""	""	""	3538590	""	16.092	""	"none"	""	""	""	""	""	""	""	""	"general"	"To calculate the HCPT thresholds , we assumed that inflation increase annually by 2.7 percent between 2018 and 2028 ."	""	""	"2024-03-13T18:09:44.045565Z"	""
1552	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:10:07.084369Z"	""	""	""	""	""	744610	""	21.668	""	"none"	""	""	""	""	""	""	""	""	"general"	"So I think we have to first realize that on the macroeconomic view it 's a sector , which like dentistry or medicine , is traditionally going to be above the rate of inflation in its cost increases because of the way it 's delivering ."	""	""	"2024-03-13T18:10:07.084401Z"	""
1553	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:10:14.929078Z"	""	""	""	""	""	88455010	""	6.835	""	"none"	""	""	""	""	""	""	""	""	"general"	"Each pinched-off island universe would be separated by a vast gulf of nothingness , with the islands flying away from each other faster than light ( because that 's what inflation does ) ."	""	""	"2024-03-13T18:10:14.929104Z"	""
1554	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:12:15.365920Z"	""	""	""	""	""	31631549	""	52.787	""	"none"	""	""	""	""	""	""	""	""	"general"	"In November 2019 , the amount required for investment was raised to $1.8 million and $900,000 as a minimum in some areas , to account for inflation , the first increase since 1990 ."	""	""	"2024-03-13T18:12:15.365938Z"	""
1555	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:13:40.376224Z"	""	""	""	""	""	7610483	""	53.07	""	"{""choices"":[""none"",""foreign""]}"	""	""	""	""	""	""	""	""	"general"	"Related News  AUD/USD is seen extending its corrective slide from eight-month peaks , and now drops further below 0.75 handle as markets prefer to capitalize the previous rally ahead of the crucial Chinese inflation numbers ."	""	""	"2024-03-13T18:13:40.376243Z"	""
1556	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:14:16.413821Z"	""	""	""	""	""	177215	""	35.01	""	"none"	""	""	""	""	""	""	""	""	"present"	"The Fed is leaving its key interest rate near zero while it tries to reduce unemployment below 6.5 percent and hold inflation below 2.5 percent ."	""	""	"2024-03-13T18:14:16.413845Z"	""
1557	"5"	"qz*"	"wage"	""	""	"normal-narrative"	"2024-03-13T18:15:12.348130Z"	""	""	""	""	""	649624	""	54.715	""	"cause"	""	""	""	""	""	""	""	""	"past"	"In the years before the financial crisis , financial excess propped the economy up without ever getting to the kind of excess demand that would push unemployment down to unsustainably low levels and cause higher inflation ."	""	""	"2024-03-13T18:15:12.348148Z"	"past"
1558	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:15:46.959893Z"	""	""	""	""	""	2228383	""	33.467	""	"none"	""	""	""	""	""	""	""	""	"general"	"The U.S. earned the best score for affordability of food , which was based on relative food prices and the volatility of food price inflation ."	""	""	"2024-03-13T18:15:46.959917Z"	""
1559	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:35:34.648802Z"	""	""	""	""	""	14601	""	1186.455	""	"none"	""	""	""	""	""	""	""	""	"general"	"Berger said she stopped accepting new Medicaid patients in her practice because related paperwork proved onerous and government payments , which have not kept up with inflation , were not quickly forthcoming ."	""	""	"2024-03-13T18:35:34.648826Z"	""
1560	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:35:54.928808Z"	""	""	""	""	""	18100033	""	19.082	""	"none"	""	""	""	""	""	""	""	""	"future"	"The survey also found that 91 percent of those polled expect rising or unchanged inflation-adjusted sales in the second quarter ."	""	""	"2024-03-13T18:35:54.928831Z"	""
1561	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:36:20.886481Z"	""	""	""	""	""	16923363	""	24.827	""	"none"	""	""	""	""	""	""	""	""	"present"	"Of this specific period , Friedman and co-author Anna Schwartz found inflation to be somewhat less than it might have been , perhaps should have been , in relation to gold and money conditions ."	""	""	"2024-03-13T18:36:20.886505Z"	""
1562	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:37:04.083979Z"	""	"uncertain"	""	""	""	693952	""	18.083	""	"effect"	""	""	""	""	""	""	""	""	"present"	"Unfortunately , it 's easier to see a crash landing instead of a glide path , given today 's low yields , rising inflation , and looming sovereign risk ."	""	"present"	"2024-03-13T18:37:04.084004Z"	""
1563	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:37:38.131653Z"	""	"purchase"	""	""	""	83169441	""	32.324	""	"effect"	""	""	"future"	""	""	""	""	""	"future"	"Why clients should consider a retirement checkupClients are advised to review their retirement portfolio , as they could end up with less than what they have as a result of taxes and inflation , according to this article in Kiplinger ."	""	""	"2024-03-13T18:37:38.131678Z"	""
1564	"5"	"qz*"	"other-cause"	""	""	"normal-narrative"	"2024-03-13T18:40:32.589280Z"	""	""	""	""	""	73740987	""	173.176	""	"cause"	"present"	""	""	""	""	""	""	""	"present"	"In remarks prepared in advance of congressional testimony Tuesday , Federal Reserve Chair Jerome Powell warned that the recent rise in coronavirus cases in the United States and the emergence of omicron "" pose downside risks to employment and economic activity and increased uncertainty for inflation . """	""	""	"2024-03-13T18:40:32.589297Z"	""
1565	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:40:37.669655Z"	""	""	""	""	""	31774579	""	3.944	""	"none"	""	""	""	""	""	""	""	""	"general"	"In the later inflation , on the other hand , the effects are all bad ."	""	""	"2024-03-13T18:40:37.669671Z"	""
1566	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:40:42.143952Z"	""	""	""	""	""	14396760	""	3.257	""	"none"	""	""	""	""	""	""	""	""	"general"	"The Federal Reserve has a goal of 2 percent inflation ."	""	""	"2024-03-13T18:40:42.143975Z"	""
1567	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:41:16.295793Z"	""	"savings"	""	""	""	1117902	""	32.266	""	"effect"	""	""	""	""	""	"general"	""	""	"general"	"When people see less growth ( less reason go invest ) and less inflation ( less chance of their money getting eaten away ) they 're content to buy a fixed income security that will pay the same amount every year for several years in the future ."	""	""	"2024-03-13T18:41:16.295812Z"	""
1568	"5"	"qz*"	"monetary"	""	""	"normal-narrative"	"2024-03-13T18:41:59.671952Z"	""	""	""	""	""	86983075	""	42.317	"present"	"cause"	""	""	""	""	""	""	""	""	"future"	"Biden 's treasury secretary , Janet Yellen , has said the inflation concern needed to take a back seat to worries about not spending enough money to fix the economy ."	""	""	"2024-03-13T18:41:59.671972Z"	""
1569	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:48:18.015873Z"	""	""	""	""	""	2539261	""	377.265	""	"none"	""	""	""	""	""	""	""	""	"general"	"As I 've written before , this is not only incorrect , but an ethically dubious position to hold , given the awful reality of mass unemployment , the minor and arguably positive effects of a little inflation , and the strong tools in the Federal Reserve 's arsenal to control inflation should it get too high ."	""	""	"2024-03-13T18:48:18.015892Z"	""
1570	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:48:22.899813Z"	""	""	""	""	""	88301617	""	3.67	""	"none"	""	""	""	""	""	""	""	""	"general"	"Do Americans care more about job growth or inflation ?"	""	""	"2024-03-13T18:48:22.899836Z"	""
1571	"5"	"qz*"	"expect"	""	""	"counter_narrative"	"2024-03-13T18:49:23.266707Z"	""	""	"present"	""	""	2955117	""	59.251	""	"cause"	""	""	""	""	""	""	""	""	"future"	"December headline inflation sank to its lowest levels since 1999 and deflationary risks are high with inflation expectations among consumers over the next year at a record low , official data showed last month ."	""	""	"2024-03-13T18:49:23.266726Z"	""
1572	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:49:47.544288Z"	""	"purchase"	""	""	""	16741782	""	23.146	""	"effect"	""	""	""	""	""	""	""	""	"general"	"But they 'll decrease the funding or more subtly decrease funding by ignoring inflation ."	""	""	"2024-03-13T18:49:47.544307Z"	""
1573	"5"	"qz*"	"supply"	""	""	"normal-narrative"	"2024-03-13T18:50:12.936791Z"	""	""	""	""	""	3491081	""	24.186	""	"cause"	""	""	""	""	""	""	""	"present"	"present"	"Low oil , food and imported goods prices account for much of the drag on inflation , according to Carney ."	""	""	"2024-03-13T18:50:12.936808Z"	""
1574	"5"	"qz*"	""	""	""	"normal-narrative"	"2024-03-13T18:50:35.324583Z"	""	""	""	""	""	1014412	""	21.302	""	"none"	""	""	""	""	""	""	""	""	"general"	"So the real price of each plane in a single order can differ significantly due to inflation ."	""	""	"2024-03-13T18:50:35.324607Z"	""
